#,Type,Name,Subtitle,Tier,Genre,Base,Flavor Text,Mecha Slot Passive,Size,Charges,Passive,Active,Ultimate
433,Melee Weapon,Mermaid's Sabre of Despair,,3,Thriller,End/Agi,"""The Mermaid took her sword, carving into the scales and flesh until she had made a pair of glistening legs. Rejoicing through the pain, she pulled herself above the waves, leaving a crimson trail as she went.""",,,,"Symphonic Healing - At the end of your turn, if you're below half health restore End HP","Twin Blades - Action, 3PP - Attack, add 6d6, TR 1","Stupid, so Stupid - Action - Melee Radius 6 attack, TR 1, inflicts Backfire on the user, add 15d6"
434,Range 10 Weapon,Ribboned Muskets,,2,Action,Know/Imag,"Tight yellow ribbons wrap around the exterior of these flintlock muskets. When the weapon fires, they spring to life.",,,,"Delicate Gunplay - After making a ranged attack with this weapon, you can inflict 2 damage on a target in melee range","Tie Down - Action, 2PP - Attack, add 4d6, inflict Snared","Final Shot - Action - Attack, Ranged Radius 3, add 15d6, inflict Grappled"
435,Melee 3 Weapon,Red Chain-Spear,,3,Action,Inst/Str,"Chain-Spears combine the reach of a spear with the fluidity of a whip. they're hard weapons to master, but rewarding",,,,Segmented Chain - You can Grapple targets within this weapon's range,"Chain Slash - Action, 3PP - Melee 5 attack, you may attack up to two targets within range",Latticework Barrier - Bonus Action - Choose 5 connecting free spaces within range 5. These spaces become a wall that lasts 3 rounds. Hostile attacks cannot pass thorugh this wall
436,Melee Weapon,Weitz-Schweizerdeane,,1,Action,Str/Agi,"A simple blade between the lengths of a dagger and a shortsword, made of a dull steel",,,,"Baselard - This weapon is easily concealable, increasing Thresholds to find it by 1","Slash - Action, 1PP - Melee, add 2d6","Sliding Slash - Action - Melee 2, add 5d6, 2 Damage, Move 3, you can slide through an enemy's space"
441,Melee Weapon,Dagger of the Hearth,,2,Thriller,Str/Agi,"This black dagger gives off a constant, reassuring warmth, as if it's looking out for you",,,,"Hearth's Blessing - This dagger grows with you, weapon powers deal damage equal to one-half of your level, rounding down (min. 1)","Firebolt - Action, 2PP - Ranged Line-of-Sight, Agi/Imag, add 4d6","Sacred Flame - Free Action - If the wielder is Downed, the flame of the hearth automatically ressurects them to full HP"
442,Range 10 Weapon,P90-Chan,,2,Action,Inst/Agi,This pink submachine gun is here to be your bestest friend! It craves violence.,,,,Point Blank - If attacking a target within 2 spaces: add 2d6,"Sliding Shot - Action, 2PP - Ranged 2 Attack, add 4d6, Move 3, you can slide through an enemy's space, and this movement doesn't provoke reactions from the target of this attack",Body Block - Reaction - Reduce damage dealt to you by an attack to 0
443,Melee Weapon,Goblins' Bane,,1,Action,Str/Know,This sword's old wielder imprinted one irrefutable aspect of themselves upon this weapon. All. Goblins. Must. Die.,,,,Goblinbane - When fighting Goblins: gain TR 1,"Burning Oil Flask - Action, 1PP - Ranged 6, Ranged Radius 2 attack","Goblin Slayer - Action - Attack, add 5d6, against Goblins: TR 2, 2 Damage"
444,Melee Weapon,Pen of Divine Creation,,4,Art,Know/Imag,"These Pens are made in the image of those that create these worlds. It is not as potent as the original, but even replicas can have some powers of their own...",,,8,Rewrite - 1/Round as a Free Action change the genre of a target in Range 3. This item regains all charges on a Rest,"Sketch - Bonus Action, 4PP - Consume a charge and create one of the following. These look however you want them to, and act as you would expect them to:
Objects - You fill up to three free spaces next to you with a large object or multiple smaller objects. They can provide cover, granting TI 2 on attacks that originate on the opposite side that you're on, or it can completely block Line-of-sight. Each object has a Threshold of 3 and each space has 5 HP.
Character - A character appearns in a free space next to you. Their stats are all 1, have 5 HP and a Threshold of 1. They are considered allied to you.",Inkwell - Free Action - This item regains all spent charges. This item discharges after a minute passes.
445,Melee Weapon,Edged Soulblade,,4,Horror,Str/Know,There are some entities that prey on the vices of others. What are you willing to sacrifice in order to succeed?,,,,"Malevolent Will - Attacks with this weapon inflict Wound 5. Every time your attack hits, you take 1 damage. This weapon is a Sentient and Evil creature that takes over the users body if they die","Consumption - Action, 0PP - Attack, add 10d6, inflict Wound 10. The user's End is reduced by 1. When you rest, you restore half of the End reduced this way, rounding down","Devourer of Souls - Action - Attack, inflicts Backfire on the user. If the target has a soul: 100 Damage and the soul is consumed. If this kills you as well, then the attack cannot be Boss Resisted"
446,Melee Weapon,Assassin's Concealed Blade,,1,Thriller,Know/Agi,"In the darkness, a glint of light, a silent strike. By the time they notice, they're already dead",,,,"Concealed Blade - This weapon is easily concealable, increasing Thresholds to find it by 1","Assassinate - Action, 1PP - Against an unsuspecting target: Attack, TR 1, add 2d6","Be Casual - Action - Attack. Against unsuspecting targets: Melee Radius 1, TR 2, add 2d6"
451,Range 3 Weapon,Gratata,,3,Action,Inst/Str,"This bulky alien rifle fires at absurd rates of fire, and comes with a twin for added mayhem.",,,,"Bullet Hose - Weapon powers and attacks gain Threshold Increase 2, but double attack dice","Akimbo Attack - Action, 3PP - Attack, TI1, double attack dice","Gratata Spray - Action - Attack, Quadruple attack dice"
452,Melee Weapon,Ruby Scythe,,3,Action,Str/Agi,This large scythe can be quickly folded into a gun. Or is it a gun that can be unfloded into a scythe? Who made this thing?,,,,"Dual Frame - You can equip a Ranged weapon in your genre slot. If equipped this way, the sum cost of both weapons is set to the highest value of either weapon, and you may treat the both weapons as a single combined weapon.","Bladed Stabilization - Action, 3PP - Melee 2 Attack, add 6d6, the next Ranged attack you make with this weapon next turn has TR 3","Rose Flourish - Action - Melee Radius 2 Attack, add 15d6, Move 3 spaces ignoring reactions"
453,Melee Weapon,Tyrant Spear,,4,Action,Inst/Str,The Tyrants once wandered the plains until hunted to extinction. The claw of one of these apex predators is sharper than any steel blade.,,,,"Tyrant Claw - Your armor active powers cost 2 fewer PP, to a minimum of 1","Ring of Flame - Action, 4PP - Melee Radius 2 Attack, add 4d6, TR 2","Tyrant Bite - Action - Line 2 Attack, add 20d6, inflict Slow, TR 4"
454,Melee Weapon,Naughty Dragon,,2,Romance,Str/Agi,It looks like it fell off of a Horror creature,,,,Socially Innapropriate - Appeal rolls gain TI 2,"Silicon Slap - Action, 2PP - Melee, add 4d6, Wound 2","Vanishing Trick - Action - Melee Attack, add 10d6, Deal 1 Wound for every character within Melee Radius 5 of the target"
455,Melee Line 2 Weapon,Slayer's Slab,,4,Action,Inst/Str,"Some schools of thought believe that if you make a sword big and heavy enough, then it won't need to worry about sharpening it or having your attacks blocked. They aren't wrong.",,,,"Absurd Size - attacks gain TR 1, when fighting Horror creatures: you may reroll any damage dice with this weapon","Sheer Momentum - Action, 4PP - Melee Radius 2, add 8d6, TR 1","Impossible Cleave - Action - Attack, double attack dice, add 10d6"
456,Range 6 Weapon,Darkmoon Flute,,3,Art,Know/Imag,"For something called a flute, it sure looks like a sousaphone, but that could just be out of convienience",,,,Witch's Warhorn - Using this weapon's active power or ultimate increases your size by 1 until the end of your turn,"Call Panic - Action, 3PP - Cone 6 Attack, inflict Fear","Moon of Madness - Action - Attack, Ranged Radius 6, add 15d6. If the moon is in Line-of-Sight: inflict Fear and Madness"
461,Melee Weapon,Gray Lady's Scythe,,3,Thriller,Inst/Str,"""The Gray Lady took the hand of the newly-dead among the field of Marigolds, and as the petals fell to the ground, the pair descended hand-in-hand.""",,,,Veiled One - This weapon allows you to comminucate with spirits that have died in the last hour,"Reap - Action, 3PP - Melee Radius 1 Attack, add 3d6","Fade to Black - Action - Line 2, inflict Wound 3, add 15d6"
462,Melee Weapon,Half-Scissor Blade,,3,Art,Inst/Str,"This large blade appears to be fashioned in the shape of a scissor's blade. Perhaps there's a second one out there, somewhere...",,,,One of a Pair - You can turn a pair of these weapons into Scissors of Severance,"Slice and Dice - Action, 3PP - Attack, TR 1, add 6d6","Cut Paste Kill - Attack, inflict Wound 6, add 15d6"
463,Melee Cone 2 Weapon,Scissors of Severance,,4,Art,Inst/Str,"Scissors work well at small scale, so of course they'd work even better when they're bigger!",,,,2gether4ever - You can turn this weapon into two Half-Scissor Blade,"Rend Armor  - Action, 4PP - Cone 2 Attack, TR 5","Mutually Assured Disaster - Action - Cone 2, destroy targets Armor, add 10d6"
464,Range Line-of-Sight,Large-Bore Resistance Rifle,,2,Mecha,Inst/Know,"When the invaders took over the surface in their sick-ass mechas, the resistance decided to build sick-ass rifles",,,,Anti-Material Rifle - Attacks ignore up to 2 spaces of cover,"Stuffed Round - Action, 2PP - Line-of-Sight Ranged Radius 1 Attack, inflict Malfunctioning, add 2d6","Mecha-Crippler - Action - Line-of-Sight Attack, add 10d6, if target is/ is in a mecha: TR 3"
465,Range 10 Weapon,Rotary Grenade Launcher,,3,Action,Know/Agi,6 rounds of HE fired downrange has been field-proven to be a good deterrent,,,3,"Arch and Bounce - You must consume a charge to attack. Attacks have Ranged Area 2, ignore cover","Reload - Bonus Action, 3PP - Restore all spent charges","Empty Cylinders - Bonus Action -  The next attack with this weapon gains Ranged Radius 6, add 8d6"
466,Range 5 Weapon,Underslung Grenade Launcher,,1,Action,Inst/Know,"Now with 100% more weapon and 700% more boom*!
*If loaded with explosive rounds. Area assumes a single space",,,,"Underslung Weapon - This weapon can be equipped in your genre slot, and you may treat this and your Weapon slot as being the same weapon","Concussive Round - Bonus Action, 1PP - Ranged Radius 1 Attack, 0 Damage, inflict Stunned","Parabolic Shot - Bonus Action - Ranged 4, Ranged Radius 1 Attack, ignores cover, add 5d6"
511,Ranged Cone 3 Weapon,Underslung Shotgun,,2,Action,Inst/Know,"Now with 100% more weapon and 1200% more attacks per attack*!
*Counting individual pellets as attacks",,,,"Underslung Weapon - This weapon can be equipped in your genre slot, and you may treat this and your Weapon slot as being the same weapon","Incendiary Shell - Bonus Action, 2PP - Attack, inflict Wound 1","Brutalize - Bonus Action - Attack, inflict Wound 3 add 3d6. Then: Line 4 Attack, TR 2, add 3d6."
512,Range 8 Weapon,Solar Revolver,,4,Action,Inst/Agi,"""They held their hand high, and the Sun itself seemed to quiver and dim. A gun of burning starlight appeared in their palm, and with it rained fire.""",,,6,"Weapon of Light - Every time you spend a PP, this item gains a charge. When you attack, you may spend charges to gain TR equal to the number of charges spent. If your target's Threshold is reduced to 0, inflict Wound 10","Solar Singe - Bonus Action, 4PP - Gain Fury. Your next attack can target any number of characters within range, but for each extra target, the attack gains TI 1","Way of the Outlaw - Free Action - Instead of Solar Singe targeting multiple characters, you can instead target a character multiple times"
513,Melee 2 Weapon,Silicon Spear,,3,Romance,Str/Agi,I'm so so sorry,,,,Socially Innapropriate - Appeal rolls gain TI 2,"Harden - Bonus Action - Until the end of your next round, entend this weapon's range to Melee 4, and increase your Armor Threshold by 1",I've Seen Enough Hentai - Bonus Action - Inflict Snared and Grappled on targets of your choice in Cone 4
514,Range 6 Weapon,Gangster's SMG,,2,Thriller,Inst/Know,"""Keep the change, ya filthy animal!""",,,,"Typewriter - If you're wearing Thriller armor, attacks with this weapon gain 1d6","Hipfire - Action, 2PP - Cone 6 Attack, TI1","Keep the Change - Action - Attack all targets of your choice within range, TI2"
515,Range 3 Weapon,"""IceBreaker"" PDA",,2,Mecha,Inst/Know,"""IceBreaker"" is built to be an all-purpose hacking device that does most of the work for you. All you need to do is press the button.",,,,Jack In - Attacks inflict Malfunctioning,"Tech Jammer - Bonus Action, 2PP - Line-Of-Sight Attack, Malfunctioning for 1 round","On the Clock - Free Action - For three rounds, the weapon becomes a Ranged 10 weapon that deals damage in Ranged Radius 3 and inflicts Wound 10"
516,Range Line-of-Sight Weapon,The Showstopper Railgun,,5,Slice of Life,Inst/Know,"Each accelerated slug contains a show, a film reel containing families and friends, plots and subplots, beginnings and endings, all condensed into lethal hypermass.",,,,"Spool Up - Whenever you would attack, you can instead choose to charge up your next attack, gaining TR2 and add 15d6. Briefly describe the scene you're feeding into the Showstopper. Subsequent charges stack.","Pierce - Action, 5PP - 1-wide Line Line-of-Sight attack, ignores up to 10 spaces of cover. If used with Spool Up, the Line becomes 3-wide.","End of All Things - Action - 1-wide Line-of-Sight attack, ignores all cover, add 25d6. If used with Spool Up, gain 25d6 per time charged instead of 15"
521,Melee Weapon,Loaded Gauntlets,,2,Action,Inst/Str,"Gauntlets and short-barrel shotguns, a match made in heaven",,,,"Dual Frame - You can equip a Ranged weapon in your genre slot. If equipped this way, the sum cost of both weapons is set to the highest value of either weapon, and you may treat the both weapons as a single combined weapon.","CQC - Action, 2PP - Melee Attack, you may then attack with your Dual Frame weapon as a Bonus Action","Follow Up - Free Action - Until the end of your turn, the first time you attack with a weapon, you may then make a Cone 3 attack using the same weapon"
522,Melee Weapon,Bayonet,,1,Action,Str/Agi,Now with 100% more weapon!,,,,"Underslung Weapon - This weapon can be equipped in your genre slot, and you may treat this and your Weapon slot as being the same weapon","Line Fighter - Bonus Action, 1PP - Melee 2 Attack","Triangular Blade - Bonus Action - Melee attack, inflict Wound 5"
523,Melee Weapon,Cursed Sword Muramasa,,3,Horror,Str/Know,"A cursed sword, a slayer of men, and a blade that would just as soon destroy the wielder as it would their enemies",,,,"Revenant Blade - Melee, Weapon attacks and Powers have TR 2 and Bleeds, You must attack each round while you have Line-of-Sight to an enemy. You can target your allies or yourself with this ability","Single-Draw Strike - Action, 3PP - Melee, TR 1, add 6d6","Slayer of Men - Melee, TR 2, add 15d6"
524,Range 3 Weapon,Leaf Blower,,1,Comedy,Inst/Str,"It needs to be plugged in to work, but you always manage to find a place to plug it in, and the cable is oddly long. It's probably plugged in as you read this, somewhere far away.",,,,Passing Wind - attacks gain Knockback 5,"Lawn-Sweeper - Action, 1PP - Cone 4, add 1d6","Wind of Wrath - Action - Cone 4, add 2d6, Knockback 10"
525,Melee Weapon,Magnus Hammer,,2,Action,Inst/Str,"A hammer and a grenade launcher! Wait, that sounds a bit dangerous",,,,"Dual Frame - You can equip a Ranged weapon in your genre slot. If equipped this way, the sum cost of both weapons is set to the highest value of either weapon, and you may treat the both weapons as a single combined weapon.","Ker-Splat! - Action, 2PP - Range 2 Ranged Radius 1 Attack, inflict Stunned","Whirlwind - Melee Radius 3 Attack, TR 2, add 5d6"
526,Melee Weapon,Forgefire,The Flame that Births 1000 Blades,4,Action,Str/End,"By concentrating, you can summon weapons in a gout of flame, in hand or in the air, firing them towards your foes. By wrapping yourself in the molten emulsion, you can further enhance your powers. ",,,,"Projection Magecraft - This item is summoned into being when needed, and disspelling shortly after leaving the hand or when willed to. Once per turn, you can equipt this item as a free action. Additionally, this item can be wielded in your Genre slot","Smith of Flame - Action, 4PP - Make a Cone 4 or Melee Radius 3 attack, you may choose to add Knockback Str or End","Forgemaster's Brand - Bonus Action - By wrapping yourself in flame, you gain the following effects for a minute, after which this item depletes: Your speed doubles, whenever you would move, you may instead jump up to your move speed in any direction, When you use an action to attack, you attack three times, Whenever you attack, inflict Wound 4"
531,Melee Weapon,Adder Fang,,3,Thriller,Inst/Agi,This green curved dagger is full of small needles. These draw from a vial hidden in the hilt.,,,,"Poisoned Dagger - Hit or miss, every attack with this weapon inflicts Wound 2","Icevein Venom - Free Action, 3PP - Your next attack inflicts Snared or Blind and add 3d6","Frozen Heart - Free Action - Your next attack inflicts Paralyzed, lasting until the end of your next turn"
532,Melee Weapon,Tri-Tip Dagger,,2,Thriller,Inst/Agi,This dagger's blades are arranged in a wicked manner. Wounds from this weapon will need advanced medical attention to heal,,,,Bleeding Blade - This weapon inflicts Wound 1 on hit,"Twist Knife - Free Action, 2PP - Your next attack inflicts Wound 3","Bloodletting - Bonus Action - Double the Wound value of a target in Range 6. Until the end of the target's turn, their Wound can only be cured by healing."
533,Range 5 Weapon,Manuscript of the Heavens,,4,Subversion,Know/Imag,They seem to describe rules of some sort?,,,4,"Rewrite - As an Action, you may change an object or character's genre, or increase or decrease any numerical value by 1. You can have up to 4 of these effects at a time. When you stop an effect as a Bonus Action or as part of the Action using Rewrite, the object or character returns to its previous state","Divine Insight - Free Action, 4PP - Learn the stats and powers of any object or character you can see. You GM must be truthful",Transmutation - Action - This item turns into another item of Tier 4 or less until the end of your next Rest
534,Melee,Plot Hook,,3,Art,Inst/Agi,"This cursed hook revels in the disruption and destruction of established plotlines, nullifying plot armor to steal the latent potential for itself",,,,"Plot Siphon - Whenever you inflict Malfunctioning, gain 1PP","Plot Interruption - Action, 3PP - Attack, inflict Malfunctioning. While Malfunctioning, the target cannot use Powers","Plot Nullification - Action - Attack, inflict Malfunctioning. While Malfunctioning, the target cannot use Boss Resists or Powers. This attack cannot be Boss Resisted."
535,Range 3 Weapon,Big Box of Guns,,3,Comedy,Inst/Agi,"""You can't use every weapon in your inventory at once!""
""But I put them in a box.""
""But...but you don't have enough Weapon slots!""
""One box. One slot.""",,,,"Box of Guns - When you use Try This One!, the range and abilities used are changed to those of the chosen weapon.","Try This One! - ?, +1PP - Use the Active Power of a non-Discharged weapon in your inventory. This uses the action type of the listed weapon, and costs the PP of the chosen weapon +1.","UNLIMITED FIREPOWER! - Action - You can use as many of your inventory weapon's Active powers as you want, but each weapon used in this way is Discharged."
536,Melee Weapon,The Rose,,4,Romance,Know/Imag,"In the Language of Flowers, a red rose is an unmistakable expression of love. The reciever will know that somewhere, someone's rooting for them.",,,,Token of Affection - Gain the Love Interest feature from Romance and a Romance Power,"For You - Action, 4PP - Your love interest heal 8 HP, clears all Debuffs, and gains Fury","My Champion - Action - Your love interest fully heals, clears all debuffs, and until the end of your next turn they gain Fury, Competetive, and Unstoppable, and their attacks gain TR 2 and inflict Backfire"
541,Melee 2 Weapon,Taser Whip,,2,Mecha,Inst/Agi,"Whips and Tasers on their own are dangerous, so obviously combining them together is a good idea. Just make sure not to hit yourself, ok?",,,,Segmented Chain - You can Grapple targets within this weapon's range,"Shockline Active - Bonus Action, 2PP - Your next attack inflicts Grappled or Stunned, TR 1","Incapacitate - Free Action - Your next attack inflicts Stunned and Grappled until the end of your next turn, add 5d6"
542,Range 10 Weapon,Chekhov's Gun,,4,Thriller,Inst/Agi,"Every element in a story must be necessary, and irrelevant elements should be removed. This gun is necessary. Enemies are not.",,,,Essential - This item can only be unequipped when it is discharged. You may recharge this item whenever you recharge another item.,"Dead By Association - Free Action, 4PP - When you use To the Cut-Outskirts this turn, all enemies that do not have boss resists within Ranged Radius 6 are erased from the story","To the Cut-Outskirts - Action - Attack, add 20d6, TR 3, ignores Boss Resists"
543,Range Line-of-Sight Weapon,Orbital Weapon Platform,Death from on High,4,Mecha,Inst/Know,"Entire shows may take place without ever once looking up to the stars. Characters look up at the night sky, pointing out Vega, Altair, and the Pleiades. None notice the dim twinkle of the GUNGNIR weapons platform, silently watching the world with finger on the trigger.",,,,"Low-Orbit Sweep - Attacks with this weapon ignore cover. When attacking, you may choose two points that you can see, forming a Line 5 area between them. Your attack hits this Line 5 area, and if the number of successful hits is greater than the target's End, they are Stunned.","Suppression Salvo - Action, 4PP - Line-of-Sight Ranged Radius 3 Attack, inflict Stunned",MAD - Make one attack with Low-Orbit Sweep and TR 3. Make one attack with Suppression Salvo. Make a Line-of-Sight Ranged Radius 6 attack
544,Range 5 Weapon,Staff of the Supreme Beings,,5,Horror,Know/Imag,"The seven entwined brass snakes the make up this staff converge at the top, where they all spread out, each one with an orb in its mouth. The combined efforts of the 41 resulted in this artifact. Show your enemies defeat.",,,7,"Supreme Power - Your attacks each gain one of the following effects, lasting 1 round: Fear, Snared, Blind, or Madness","Overwelming Potential - Free Action, 5PP -This item gains a charge","Super-Tier Magic - Free Action - When you attack with Range, Area, Cone, or Line-of-Sight, OR use a power, consume charges and add one or more of the following effects, each triggering power or effect cannot have multiple of the same effect applied: 
Twinned Magic - 1 Charge - After this attack or power, make another with the same modifiers
Tripled Magic - 2 Charges - triple the dice rolled
Maximized Magic - 3 Charges - Maximize the roll"
545,Melee Weapon,Baseball Bat,,2,Sports,Str/Agi,This dented aluminum slugger can be found on sports fields and in the hands of delinquents. It makes a satisfying 'Bonk' noise when you hit someone with it.,,,,"Tournament Time - When fighting Sports enemies, gain DR1","Bonk - Action, 2PP - Attack, inflict Stunned","Competitive Spirit - Bonus Action - Until the end of your next turn, gain Competitive, Fury, and double your Speed. Once Competitive runs out, this item discharges."
546,Melee Weapon,Cricket Bat,,3,Sports,Str/Agi,"It's wide, flat, and wood. You could smash some zombie skulls with this bad boy",,,,"Sporting Time - When fighting Sports or Horror enemies, gain DR1","Flat Face Smack - Action, 3PP - Line 2 Attack, inflict Stunned and Wound 3","Heavy Edge - Attack, add 15d6"
551,Range Str Weapon,Baseball ,,1,Sports,Inst/Str,It's as easy as throwing a ball,,,,Pitch - This weapon's range is equal to your Str,"Tag Out - Bonus Action, 1PP - Inflict Fear on a target in Melee range","Meteor Throw - Action - Line 8 Attack, add 5d6"
552,Melee 2 Weapon,CC Striker,,2,Mecha,Str/End,"The arm-mounted depleted uranium spike shoots forward at high speeds, powered by the explosive load of a tank shell",,,,"The Bigger They Are - If the opponent is larger than you, gain TR equal to their size class","Braced Shot - Action, 2PP - Add 4d6 and knockback 2","Over-Loaded Shell - Action - Line 4, add 10d6 and Knockbacks, you are knockedback half of the distance of the enemy"
553,Melee Line 2 Weapon,Advanced Alloy Slab,,3,Mecha,Inst/Str,The best way to counter thick armor made from advanced alloy is a big sword made from even more advanced alloy,,,,Steel-Breaker - When fighting Mecha creatures: TR 3,"Arc - Action, 3PP - Melee Radius 2, add 6d6, TR 1","Clean Cut - Action - Attack, double attack dice, add 8d6"
554,Range 8 Weapon,Speaker Cannon,,3,Comedy,Str/Agi,CAN YOU FEEL IT NOW?,,,,"Wub Wub - When you spend PP, your next attack with this weapon becomes Line instead of Ranged","Bass Drop - Free Action, 3PP - Your next attack inflicts Snared. In a Cone 3 area starting on your attack's target, inflict Blind","Bangarang - Action - Cone 8 Attack, inflict Stunned"
555,Melee Weapon,Bleached-Bone Chain Sword,,2,Action,Inst/Str,The deadliness of a sword combined with the flexibility of a whip,,,,Segmented Chain - You can Grapple targets within this weapon's range,"Decouple Chain -  Free Action, 2PP - Increase this weapon's range to Melee 3 until the end of your next turn","Vicious Chain - Bonus Action - Melee Radius 3 Attack, inflict Wound 5"
556,Range Line-of-Sight Weapon,Harkonnen Cannon,,3,Thriller,Str/Agi,"""Get that bitch a cannon, bitches love cannons.""",,,,"Depleted Uranium Rounds - Attacks ignore up to 2 spaces of cover, against targets of Size 2 or larger: 5 Damage","Explosive Yield - Action, 3PP - Ranged Radius 2 Attack, add 3d6","Stopping Power - Action - Attack, add 15d6 and TR 2"
561,Range 6 Weapon,13mm Jackal,,3,Thriller,Inst/Agi,"Held in the right hand of the fool, this gun castigates the poor sinners of the world",,,,Black Gun - When fighting Horror creatures: you may reroll any damage dice with this weapon. When paired with .454 Casull: This Weapon's powers gain the effects of the equivalent power of the other weapon,"Baptised Bullets - Action, 3PP - Attack, add 6d6, against Horror creatures: TR 2","Explosive Mercury - Action - Ranged Radius 3 Attack, add 7d6"
562,Range 6 Weapon,.454 Casull,,3,Thriller,Inst/Agi,"Held in the left hand of the fool, this gun guides the foolhardy to life-after-death",,,,Silver Gun - When fighting Horror creatures: TR 1. When paired with 13mm Jackal: This Weapon's powers gain the effects of the equivalent power of the other weapon,"Macedonian Silver Casings - Action, 3PP - Attack, add 6d6, against Horror creatures: 5 Damage",Schrodinger's Gun - Action - Keep rolling attacks until your DM says it's time to stop
563,Melee Weapon,Ping Pong Paddle,,3,Sports,Inst/Agi,"Ping Pong Bing Bong, let's skip the formalities and start the game",,,,"Shakehand Grip - You gain Fury while it is not your turn. When you use Rally, it does not consume your one Reaction","Rally - Reaction, 3PP - When attacked: Inflict Backfire and gain DR 3","Killer Rebound - Reaction - Gain the effects of Rally, but you are immune to the damage of the triggering attack, and add 15d6"
564,Range 10 Weapon,A Rocket Launcher,,2,Thriller,Inst/Know,It launches a rocket.,,,5,"Rocket - Attacks with this weapon consume a charge. When you attack with this weapon, choose one of the following effects:
HE - Area 2 TI 1 +4d6
AP - Cone 3 at point of impact, ignores a space of cover, +4d6 ","Special Warheads - Bonus Action, 2PP - This item gains a charge","Mini Nuke - Action - Range 15, Area 4, add 10d6"
565,Range 12 Weapon,Cupid's Bow,,3,Romance,Inst/Agi,A weird love-inflicting sniper is probably considered illegal in most jurisdictions,,,,Quiver of Arrows - You can have up to Imag love interests (minimum of 1),"Lovestruck - Action, 3PP - Attack, inflict Malfunctioning, add 6d6",Love is Blind - Free Action - Inflict Blind on all targets of your choice in Line-of-Sight
566,Range 4 Weapon,Gambler's Derringer,,1,Thriller,Inst/Agi,Small and Sneaky,,,,"Palmed Pistol - This weapon is easily concealable, increasing Thresholds to find it by 1","2 In the Chamber - Ranged 4, add 2d6","Gambler's Ace - Against an unsuspecting target: Ranged 2, add 5d6, TR 2"
611,Range Line-of-Sight Weapon,The Longshot Special,,3,Comedy,Inst/Know,"The barrel alone is three times your height, and requires a handful of bipods to stabilize. The scope's alone is as big as your leg!",,,,Long Gun - This weapon cannot attack targets within Range 3. Attacks beyond Range 8 gain TR 2,"Far is Good - Action, 3PP - Attack, add TR 1 for every 3 spaces away you are from the target. This does not stack with the TR from Long Gun","Farther is Better - Action - Attack, add 1d6 for every space away you are from your target, and add the effects of Far is Good"
612,Range 8 Weapon,Gatling Stun Gun,,4,Comedy,Inst/Str,"There's no way to take this seriously, at least not when you're the one using it!",,,,"Stun Rounds - When you attack, you can choose to do 2 damage instead of 4 and the attack inflicts Stunned","Plant Those Feet - Bonus Action, 4PP - You are Snared indefinitely and can only make Actions and Reactions. While Snared, you may attack twice as an Action. As an action, you stop being Snared.","Spin Those Barrels - Free Action - Your next attack gains +1 damage, and the attack targets two characters within range"
613,Range 10 Weapon,Whaler's Harpoon,,2,Action,Inst/Str,Call me Ahab.,,,,Barbs - Hits inflict Snared,"Roped Shot - 2PP, Free Action - Hit inflicts Grappled, you may use Inst instead of Str for the effect","White Whale - Action - Line-of-Sight, TR 2, Inflicts 5 individual Grappled effects. You may use Inst instead of Str for the effect"
614,Range 10 Weapon,Nyan Cannon,,2,Art,Inst/Agi,"Is it ethical to be shooting cat-pastry hybrids in the first place? And you do see what they're doing to people, right?",,,,Farting Rainbows - Every attack with this weapon fires a line that lasts until your next attack. The line starts in front of you and ends at your target. Enemies walking through this line gain Malfucnctioning on their next attack,"Double Rainbow! - Bonus Action, 2PP - Any line generated from Farting Rainbows persists until the end of your next turn. You can have multiple lines this way.","NYANYANYANYA - Lines from Farting Rainbows last until the end of combat, when this weapon discharges. You can have multiple lines this way. Enemies walking through a line also gain Wound 2 and Madness"
615,Melee Weapon,Voxel Gem Sword,,3,Art,Inst/Str,"This enchanted sword is made from rare gemstones found deep within the earth. Although it's covers in small cracks and jagged edges, it appears to repair itself when you slay enemies. It's probably patented.",,,5,"Jitter Click - On a successful attack, you may knock back the target by Inst/Str spaces, whichever is lower. You can choose to apply this knockback at the end of your turn. This item gains a charge whenever you defeat an enemy.","Smashing Hit - Bonus Action, 3PP - Attack using Inst/Str, whichever is lower. If you consume a charge, this instead uses the higher ability","Sharpness 5 - Action - Attack, 6 damage, double knockback"
616,Melee 3 Weapon,Parasol,,5,Romance,Inst/Str,"A funny, simple thing, isn't it? A delicate lace parasol has no place on a battlefield. It will not keep that hand that holds it dry. It's an item of convienience, and what do you have to offer?",,,,"Shaded Sophistication - As long as you don't attack any hostile targets, they are not hostile towards you. You ignore difficult terrain. Attacking an Ally deals no damage or debuffs, can unse Imag instead of Inst/Str, and heals 3 HP per success.","Romantic Breeze - Free Action, 5PP - Your next attack gains TR 3 and may inflict Fury and either Unstoppable or Competitive","High Spirits - Bonus Action - All allies gain Competitive, TR 3 on all rolls, and may use any ability/skill for any ability/skill roll until the end of your next turn"
621,Melee Weapon,Kitchen Knife,,3,Slice of Life,Inst/Agi,A nice and sharp knife makes kitchen tasks a breeze,,,,Home Ec - Meals restore 2PP for you and anyone who eats the meal with you,"Warm Meal - Action, 3PP - Make 6 meals",Hero's Feast - Free Action - Your next meal with Home Ec grants Fury until your next meal or rest
